Time ,Voltage
1,-0.01
2,-0.01
3,-0.01
4,-0.01
5,-0.01
6,-0.01
7,-0.01
8,-0.01
9,-0.01
10,-0.01
11,-0.01
12,-0.01
13,-0.01
14,-0.01
15,-0.01
16,-0.01
17,-0.01
18,-0.01
19,-0.01
20,-0.02
21,-0.01
22,-0.01
23,-0.01
24,-0.01
25,-0.01
26,-0.01
27,-0.01
28,-0.01
29,-0.01
30,-0.01
31,-0.01
32,-0.01
33,-0.01
34,0.01
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0.01
46,0.01
47,0.01
48,0.01
49,0.02
50,0.02
51,0.02
52,0.02
53,0.02
54,0.02
55,0.02
56,0.02
57,0.03
58,0.03
59,0.03
60,0.03
61,0.03
62,0.03
63,0.03
64,0.04
65,0.04
66,0.04
67,0.04
68,0.04
69,0.04
70,0.04
71,0.04
72,0.04
73,0.04
74,0.04
75,0.05
76,0.05
77,0.05
78,0.05
79,0.05
80,0.05
81,0.05
82,0.06
83,0.06
84,0.06
85,0.06
86,0.06
87,0.06
88,0.06
89,0.06
90,0.06
91,0.06
92,0.06
93,0.06
94,0.07
95,0.07
96,0.07
97,0.07
98,0.07
99,0.07
100,0.07
101,0.07
102,0.07
103,0.08
104,0.08
105,0.08
106,0.08
107,0.08
108,0.08
109,0.09
110,0.08
111,0.09
112,0.08
113,0.09
114,0.09
115,0.09
116,0.09
117,0.09
118,0.09
119,0.09
120,0.09
121,0.09
122,0.09
123,0.1
124,0.1
125,0.1
126,0.1
127,0.1
128,0.1
129,0.1
130,0.1
131,0.1
132,0.1
133,0.1
134,0.1
135,0.1
136,0.11
137,0.11
138,0.11
139,0.11
140,0.11
141,0.11
142,0.11
143,0.11
144,0.11
145,0.11
146,0.11
147,0.11
148,0.11
149,0.11
150,0.11
151,0.11
152,0.12
153,0.12
154,0.12
155,0.12
156,0.12
157,0.12
158,0.12
159,0.13
160,0.13
161,0.13
162,0.12
163,0.13
164,0.13
165,0.13
166,0.13
167,0.13
168,0.13
169,0.13
170,0.13
171,0.13
172,0.13
173,0.13
174,0.13
175,0.14
176,0.14
177,0.14
178,0.14
179,0.13
180,0.14
181,0.14
182,0.14
183,0.14
184,0.14
185,0.14
186,0.14
187,0.15
188,0.15
189,0.15
190,0.14
191,0.14
192,0.15
193,0.15
194,0.15
195,0.15
196,0.15
197,0.15
198,0.15
199,0.15
200,0.15
201,0.15
202,0.15
203,0.15
204,0.15
205,0.15
206,0.16
207,0.16
208,0.16
209,0.16
210,0.16
211,0.15
212,0.15
213,0.16
214,0.16
215,0.16
216,0.17
217,0.17
218,0.17
219,0.17
220,0.17
221,0.17
222,0.17
223,0.17
224,0.17
225,0.17
226,0.17
227,0.17
228,0.18
229,0.17
230,0.17
231,0.17
232,0.17
233,0.18
234,0.18
235,0.17
236,0.18
237,0.18
238,0.18
239,0.18
240,0.18
241,0.18
242,0.18
243,0.18
244,0.18
245,0.18
246,0.18
247,0.18
248,0.18
249,0.18
250,0.18
251,0.18
252,0.18
253,0.19
254,0.19
255,0.19
256,0.19
257,0.19
258,0.19
259,0.19
260,0.19
261,0.19
262,0.19
263,0.19
264,0.19